PhysicalObject,55:45.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Bird Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Bird:189443?seid=3220045. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_bird (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Bird:189443,MVZ,29,,MVZ,Bird specimens,,PreservedSpecimen,,,"sex=female ; age=not recorded ; fat deposition=slight fat ; molt condition=no molt, but missing right primary and secondaries 6-9, left secondaries 6-9, left rectrices 2-3 ; weight=3.3 g; reproductive data=ovary 3 x 2 mm, ova minute ; endoparasites detected=no ; endoparasite examination=yes ; verbatim preservation date=19 Oct 2015",http://arctos.database.museum/guid/MVZ:Bird:189443?seid=3220045,MVZ:Bird:189443,,Calypte anna,,,,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,,anna,,species,,,,ICZN,,,,,,3.3,1,female,not recorded,,,,,"tissue (frozen); wing, spread (dry); skin, study",,,,,,preparator number=242,Right wing removed for biomechanical experiments by Victor Jimenez and Robert Dudley.,http://arctos.database.museum/guid/MVZ:Bird:189443,,,,,<i>Calypte anna</i> (accepted ID) identified by Robert Dudley on 2015-01-03; method: field,,,,,1/3/2015,,3,3,2015,1,3,3-Jan-15,,salvage,,,,"Kensington, Contra Costa County, California",,,,,,,,,Robert Dudley,,37.9062433,-122.27788,North American Datum 1927,2415,,37.9062433/-122.27788,,,decimal degrees,,,,Robert Dudley,1/3/2015,MaNIS georeferencing guidelines,Terrain Navigator 3.02 USGS 1:100000,unverified,,,,,,,,,,,,,,,,,,,,,A,,Robert Dudley,1/3/2015,,field,,,,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Bird Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_bird (source published on 2019-07-06)",e3b959d6-fcbe-4a28-a166-e4a807c340a0,8edbbde0-055e-11d8-b850-b8a03c50a862,Collector(s): Robert Dudley; Preparator(s): Theresa L. Wong,ccicero@berkeley.edu,Carla Cicero,7/6/2019,9/22/2019,no migrator,0,1,0,0,0,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:40360. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-40360,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:40360,40360,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round skin | wing,,,,,,,Molt: data in prep catalog,,,,,,,,,,,9/1/1985,,244,244,1985,9,1,1-Sep-85,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle,,,,,,,,,,,47.6062095,-122.3320708,WGS84,13453,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,G. Eddy 169,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:40361. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-40361,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:40361,40361,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round skin | wing,,,,,,,Molt: data in prep catalog,,,,,,,,,,,9/1/1985,,244,244,1985,9,1,1-Sep-85,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle,,,,,,,,,,,47.6062095,-122.3320708,WGS84,13453,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,G. Eddy 170,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:43059. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-43059,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:43059,43059,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round skin | wing,,,,,,,Molt: a few head and throat feathers,,,,,,,,,,,11/30/1989,,334,334,1989,11,30,30-Nov-89,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; Magnolia,,,m,,,,,,,,47.6062095,-122.3320708,WGS84,13453,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,nine references to Magnolia in King county in WA GNIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,"G. Eddy, C. S. Wood",rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:64501. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-64501,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:64501,64501,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round skin | wing,,,,,,,Molt: light on body; Misc: wingspan 120 mm,,,,,,,,,,,6/26/1999,,177,177,1999,6,26,26-Jun-99,,,,,,"United States of America | Oregon | Klamath |  |  | OREGON: Klamath County; Chiloquin, 12.5 mi N, 10 mi W; NFD 540; 42°47'N 122°05'W; 4900 ft; clearcut in forest with currents (Ribes) and mostly pine regeneration, 1-3 m tall",,,4900 ft,,,,,,,,42.7833333,-122.0833333,WGS84,2414,,,4247  N,12205  W,,,,,,,VertNet Georeferencing Guidelines,,requires verification,degrees minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,P. L. Gibert,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:76068. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-76068,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:76068,76068,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,,,,,,,,,,,,4/3/2003,,93,93,2003,4,3,3-Apr-03,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle,,,,,,,,,,,47.6062095,-122.3320708,WGS84,13453,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,J. Kauffman,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:76750. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-76750,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:76750,76750,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,Molt: two cheek feathers,,,,,,,,,,,1/24/2004,,24,24,2004,1,24,24-Jan-04,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle,,,,,,,,,,,47.6062095,-122.3320708,WGS84,13453,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,J. Bowers,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:84131. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-84131,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:84131,84131,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,"Molt: none in flight feathers, moderate on head, light elsewhere skin-side; Misc: winspan 125 mm; sex and bursa confirmed by C. S. Wood",,,,,,,,,,,6/3/2006,,154,154,2006,6,3,3-Jun-06,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; Woodland Park Zoo,,,,,,,,,,,47.6684313,-122.3462388,WGS84,2093,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:84271. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-84271,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:84271,84271,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,,,,,,,,,,,,2/1/2006,,32,32,2006,2,1,Feb-06,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; 7022 Brooklyn ave NE,,,,,,,,,,,47.679645,-122.314317,WGS84,29,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:84300. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-84300,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:84300,84300,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,Molt: none; Misc: wingspan 110 mm,,,,,,,,,,,11/4/2005,,308,308,2005,11,4,4-Nov-05,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; Woodland Park Zoo,,,,,,,,,,,47.6684313,-122.3462388,WGS84,2093,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:85412. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-85412,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:85412,85412,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,female,unknown,,,,present,round skin | wing,,,,,,,Molt: none,,,,,,,,,,,11/20/1988,,325,325,1988,11,20,20-Nov-88,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle,,,,,,,,,,,47.6062095,-122.3320708,WGS84,13453,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,female,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,A. J. Kohn,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,0,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:86040. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-86040,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:86040,86040,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,female,unknown,,,,present,round/wing | tissue,,,,,,,"Molt: symmetrical in wing, left R5 missing, heavy on head and neck, moderate on body skin side",,,,,,,,,,,9/14/2006,,257,257,2006,9,14,14-Sep-06,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; UW campus,,,,,,,,,,,47.6562094,-122.3065151,WGS84,1133,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,female,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,Burke Museum Staff,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:86237. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-86237,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:86237,86237,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,Molt: none; Misc: wingspan 115 mm,,,,,,,,,,,3/26/2007,,85,85,2007,3,26,26-Mar-07,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; Lakeside School,,,,,,,,,,,47.7334311,-122.3267946,WGS84,125,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,H. de Grys,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:87159. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-87159,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:87159,87159,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,undetermined,unknown,,,,present,round/wing | tissue,,,,,,,Molt: none,,,,,,,,,,,4/4/2008,,95,95,2008,4,4,4-Apr-08,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; University of Washington Motor Pool,,,,,,,,,,,47.6562094,-122.3065151,WGS84,1133,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:88855. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-88855,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:88855,88855,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,"Molt: some on head and neck, none in wings or tail",,,,,,,,,,,10/19/2008,,293,293,2008,10,19,19-Oct-08,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; 2006 23 Ave E,,,,,,,,,,,47.637412,-122.302324,WGS84,20,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,M. Oberle,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:90054. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-90054,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:90054,90054,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,Molt: scattered on body; Misc: wingspan 114 mm,,,,,,,,,,,5/3/2008,,124,124,2008,5,3,3-May-08,,,,,,United States of America | Washington | Kitsap | Bainbridge Island |  | WASHINGTON: Kitsap County; Bainbridge Island; 1600 Fort Ward Hill Road,,,,,,,,,,,47.577108,-122.52222,WGS84,73,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,Bainbridge Wildlife Shelter,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
PhysicalObject,2/23/2015,CC0,,http://vertnet.org/resources/norms.html,University of Washington Burke Museum. UWBM Ornithology Collection. Record ID: urn:catalog:UWBM:Bird:90069. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),http://portal.vertnet.org/o/uwbm/bird?id=urn-catalog-uwbm-bird-90069,urn:lsid:biocol.org:col:34878,urn:lsid:biocol.org:col:34966,,UWBM,Bird,,PreservedSpecimen,,,,urn:catalog:UWBM:Bird:90069,90069,,Calypte anna,,,,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,Anna's Hummingbird,ICZN,,,,,,,1,male,unknown,,,,present,round/wing | tissue,,,,,,,Molt: none,,,,,,,,,,,2/11/2009,,42,42,2009,2,11,11-Feb-09,,,,,,United States of America | Washington | King |  |  | WASHINGTON: King County; Seattle; 3716 Brooklyn Ave N,,,,,,,,,,,47.652117,-122.314478,WGS84,61,,,,,,,,,,,VertNet Georeferencing Guidelines,,requires verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,male,,University of Washington Burke Museum. UWBM Ornithology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uwbm_birds (source published on 2015-02-24),830fd460-f762-11e1-a439-00145eb45e9a,06fcbbf0-0562-11d8-b851-b8a03c50a862,R. Ricks,rfaucett@uw.edu,Rob Faucett,2/24/2015,8/10/2016,2/18/2015,0,1,0,0,,specimen,0
